date,cloud_cover_in_country,cloud_cover_in_east_of_country,fires_per_day,war_fires_per_day,fires_per_day_in_ukraine_held_area,war_fires_per_day_in_ukraine_held_area,fires_per_day_in_russia_held_area,war_fires_per_day_in_russia_held_area,fires_per_day_non_cloud_days_7dma,fires_per_day_7dma,war_fires_per_day_non_cloud_days_7dma,war_fires_per_day_7dma,fires_per_day_in_ukraine_held_area_non_cloud_days_7dma,fires_per_day_in_ukraine_held_area_7dma,war_fires_per_day_in_ukraine_held_area_non_cloud_days_7dma,war_fires_per_day_in_ukraine_held_area_7dma,fires_per_day_in_russia_held_area_non_cloud_days_7dma,fires_per_day_in_russia_held_area_7dma,war_fires_per_day_in_russia_held_area_non_cloud_days_7dma,war_fires_per_day_in_russia_held_area_7dma
2023-10-31,0.42,0.251,482,182,319,112,163,70,380.6666666666667,253.1428571428571,151,102.14285714285714,220.66666666666663,147.57142857142858,81.66666666666667,54.57142857142857,160,105.57142857142856,69.33333333333333,47.57142857142857
2023-11-01,0.777,0.763,129,54,67,33,62,21,380.6666666666667,206.42857142857144,151,80,220.66666666666663,122.42857142857142,81.66666666666667,42.857142857142854,160,84,69.33333333333333,37.142857142857146
2023-11-02,0.58,0.671,83,30,65,16,18,14,424.5,171,163,64,258.5,104,93.5,35.857142857142854,166,67,69.5,28.142857142857142
2023-11-03,0.783,0.785,74,15,58,5,16,10,482,139,182,56,319,83.85714285714286,112,28.428571428571427,163,55.142857142857146,70,27.571428571428573
2023-11-04,0.926,0.945,17,8,5,1,12,7,286,111,141,50.142857142857146,126,56.28571428571429,34,17.285714285714285,160,54.71428571428571,107,32.857142857142854
2023-11-05,0.818,0.817,45,15,16,9,29,6,286,99.57142857142856,141,46,126,50.285714285714285,34,14.714285714285714,160,49.285714285714285,107,31.28571428571429
2023-11-06,0.561,0.583,143,88,57,23,86,65,286,92.71428571428572,141,43.142857142857146,126,44.714285714285715,34,13.285714285714286,160,48,107,29.857142857142858
2023-11-07,0.29,0.243,286,141,126,34,160,107,286,92.28571428571428,141,44,126,42.714285714285715,34,14.142857142857142,160,49.57142857142857,107,29.857142857142858
2023-11-08,0.844,0.816,49,25,25,15,24,10,286,94.14285714285714,141,45.57142857142857,126,45,34,15.714285714285714,160,49.142857142857146,107,29.857142857142858
2023-11-09,0.605,0.645,35,10,26,6,9,4,286,90.28571428571428,141,44.71428571428571,126,43,34,14.428571428571429,160,47.28571428571429,107,30.28571428571429
2023-11-10,0.631,0.546,71,21,44,11,27,10,286,75.71428571428571,141,33.142857142857146,126,38.857142857142854,34,11.571428571428571,160,36.857142857142854,107,21.571428571428573
2023-11-11,0.969,0.97,30,19,21,12,9,7,NA,42.142857142857146,NA,15.142857142857142,NA,26.142857142857142,NA,8.714285714285714,NA,16,NA,6.428571428571429
2023-11-12,0.885,0.865,18,9,2,0,16,9,NA,39.857142857142854,NA,15,NA,25.428571428571427,NA,8.571428571428571,NA,14.428571428571429,NA,6.428571428571429
2023-11-13,0.716,0.747,41,7,28,3,13,4,NA,36.285714285714285,NA,14.142857142857142,NA,22.857142857142858,NA,8.142857142857142,NA,13.428571428571429,NA,6
2023-11-14,0.795,0.764,51,15,37,14,14,1,NA,27.285714285714285,NA,11.142857142857142,NA,17.428571428571427,NA,6.571428571428571,NA,9.857142857142858,NA,4.571428571428571
2023-11-15,0.934,0.931,33,24,20,14,13,10,NA,23.571428571428573,NA,8.428571428571429,NA,15,NA,4.857142857142857,NA,8.571428571428571,NA,3.5714285714285716
2023-11-16,0.838,0.874,10,4,8,3,2,1,NA,21.285714285714285,NA,7.142857142857143,NA,15,NA,4.857142857142857,NA,6.285714285714286,NA,2.2857142857142856
2023-11-17,0.883,0.849,8,0,6,0,2,0,NA,15.571428571428571,NA,6.142857142857143,NA,11.142857142857142,NA,4.428571428571429,NA,4.428571428571429,NA,1.7142857142857142
2023-11-18,0.941,0.928,4,0,4,0,0,0,NA,8.428571428571427,NA,4.142857142857143,NA,6,NA,2.5714285714285716,NA,2.4285714285714284,NA,1.5714285714285716
2023-11-19,0.912,0.942,2,0,2,0,0,0,NA,4.142857142857142,NA,1.1428571428571428,NA,3.1428571428571432,NA,0.5714285714285715,NA,1,NA,0.5714285714285715
2023-11-20,0.905,0.91,1,0,1,0,0,0,NA,2.7142857142857144,NA,0.5714285714285715,NA,2,NA,0.14285714285714288,NA,0.7142857142857143,NA,0.4285714285714286
2023-11-21,0.773,0.701,1,1,1,1,0,0,NA,3.714285714285714,NA,0.8571428571428571,NA,3.285714285714286,NA,0.42857142857142855,NA,0.4285714285714286,NA,0.4285714285714286
2023-11-22,0.882,0.893,3,3,0,0,3,3,NA,3.857142857142857,NA,0.8571428571428571,NA,3.285714285714286,NA,0.42857142857142855,NA,0.5714285714285715,NA,0.4285714285714286
2023-11-23,0.966,0.971,0,0,0,0,0,0,NA,4,NA,0.8571428571428571,NA,3,NA,0.42857142857142855,NA,1,NA,0.42857142857142855
2023-11-24,0.883,0.91,15,2,15,2,0,0,NA,7.571428571428571,NA,1.857142857142857,NA,5.142857142857143,NA,0.8571428571428571,NA,2.4285714285714284,NA,1
2023-11-25,0.898,0.932,5,0,4,0,1,0,NA,8.571428571428571,NA,2,NA,6,NA,1,NA,2.5714285714285716,NA,1
2023-11-26,0.958,0.972,3,0,0,0,3,0,NA,9.285714285714286,NA,2.142857142857143,NA,7,NA,1.4285714285714286,NA,2.2857142857142856,NA,0.7142857142857143
2023-11-27,0.773,0.808,26,7,16,3,10,4,NA,11,NA,2.857142857142857,NA,8,NA,1.5714285714285714,NA,3,NA,1.2857142857142858
2023-11-28,0.712,0.634,8,2,7,2,1,0,NA,9,NA,2.5714285714285716,NA,5.857142857142857,NA,1.2857142857142858,NA,3.142857142857143,NA,1.2857142857142858
2023-11-29,0.887,0.905,8,4,7,3,1,1,NA,8.428571428571429,NA,2.5714285714285716,NA,5.285714285714286,NA,1.2857142857142858,NA,3.1428571428571432,NA,1.2857142857142858
2023-11-30,0.653,0.624,12,5,7,1,5,4,NA,9.142857142857142,NA,3,NA,6.142857142857143,NA,1.7142857142857142,NA,3,NA,1.2857142857142858
2023-12-01,0.964,0.956,1,0,0,0,1,0,NA,5.428571428571429,NA,2,NA,3.857142857142857,NA,1.2857142857142856,NA,1.5714285714285714,NA,0.7142857142857142
2023-12-02,0.913,0.889,1,0,0,0,1,0,NA,6,NA,2.142857142857143,NA,3.2857142857142856,NA,1.1428571428571428,NA,2.7142857142857144,NA,1
2023-12-03,0.933,0.935,8,3,6,3,2,0,NA,5.142857142857143,NA,1.7142857142857142,NA,2.5714285714285716,NA,0.8571428571428571,NA,2.5714285714285716,NA,0.8571428571428571
2023-12-04,0.757,0.783,0,0,0,0,0,0,NA,3.4285714285714284,NA,1,NA,1.5714285714285714,NA,0.7142857142857143,NA,1.857142857142857,NA,0.28571428571428575
2023-12-05,0.791,0.724,12,3,3,1,9,2,NA,3.285714285714286,NA,1,NA,1.5714285714285714,NA,0.7142857142857143,NA,1.7142857142857142,NA,0.28571428571428575
2023-12-06,0.859,0.82,2,1,2,1,0,0,NA,3.1428571428571432,NA,1,NA,1.5714285714285716,NA,0.7142857142857142,NA,1.5714285714285716,NA,0.28571428571428575
2023-12-07,0.975,0.968,0,0,0,0,0,0,NA,2,NA,0.5714285714285715,NA,0.7142857142857142,NA,0.2857142857142857,NA,1.2857142857142858,NA,0.28571428571428575
2023-12-08,0.976,0.991,0,0,0,0,0,0,NA,2,NA,0.5714285714285715,NA,0.7142857142857142,NA,0.2857142857142857,NA,1.2857142857142858,NA,0.28571428571428575
2023-12-09,0.983,0.979,0,0,0,0,0,0,NA,0.28571428571428575,NA,0.14285714285714288,NA,0.28571428571428575,NA,0.14285714285714288,NA,0,NA,0
2023-12-10,0.993,0.997,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
2023-12-11,0.979,0.986,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
2023-12-12,0.968,0.983,0,0,0,0,0,0,NA,0.14285714285714288,NA,0,NA,0.14285714285714288,NA,0,NA,0,NA,0
2023-12-13,0.965,0.96,0,0,0,0,0,0,NA,2.4285714285714284,NA,1,NA,0.14285714285714288,NA,0,NA,2.285714285714286,NA,1
2023-12-14,0.995,0.997,0,0,0,0,0,0,NA,2.857142857142857,NA,1,NA,0.14285714285714288,NA,0,NA,2.714285714285714,NA,1
2023-12-15,0.894,0.912,1,0,1,0,0,0,NA,2.857142857142857,NA,1,NA,0.14285714285714288,NA,0,NA,2.714285714285714,NA,1
2023-12-16,0.819,0.793,16,7,0,0,16,7,NA,4,NA,1,NA,1.2857142857142858,NA,0,NA,2.7142857142857144,NA,1
2023-12-17,0.916,0.903,3,0,0,0,3,0,NA,4.428571428571429,NA,1,NA,1.7142857142857142,NA,0,NA,2.7142857142857144,NA,1
2023-12-18,0.947,0.983,0,0,0,0,0,0,NA,7.142857142857143,NA,1.857142857142857,NA,3.4285714285714284,NA,0,NA,3.714285714285714,NA,1.857142857142857
2023-12-19,0.894,0.927,8,0,8,0,0,0,NA,7.285714285714286,NA,1.857142857142857,NA,3.5714285714285716,NA,0,NA,3.714285714285714,NA,1.857142857142857
2023-12-20,0.749,0.739,3,0,3,0,0,0,NA,5.428571428571429,NA,0.8571428571428572,NA,4,NA,0,NA,1.4285714285714286,NA,0.8571428571428572
2023-12-21,0.86,0.881,19,6,12,0,7,6,NA,7.714285714285714,NA,1.7142857142857142,NA,6.428571428571429,NA,0.7142857142857143,NA,1.2857142857142858,NA,1
2023-12-22,0.922,0.938,2,0,2,0,0,0,NA,9.428571428571429,NA,2.4285714285714284,NA,7.714285714285714,NA,1.4285714285714284,NA,1.7142857142857142,NA,1
2023-12-23,0.851,0.85,3,0,3,0,0,0,NA,11,NA,3.8571428571428568,NA,8.571428571428571,NA,2.5714285714285716,NA,2.4285714285714284,NA,1.2857142857142858
2023-12-24,0.758,0.717,19,6,17,5,2,1,NA,15.142857142857142,NA,6.142857142857143,NA,12.142857142857142,NA,4.857142857142857,NA,3,NA,1.2857142857142858
2023-12-25,0.848,0.845,12,5,9,5,3,0,NA,15.428571428571429,NA,6.857142857142857,NA,12.857142857142858,NA,6.428571428571429,NA,2.5714285714285716,NA,0.42857142857142855
2023-12-26,0.732,0.699,19,10,14,8,5,2,NA,19.142857142857142,NA,10,NA,16,NA,9.142857142857142,NA,3.142857142857143,NA,0.8571428571428571
2023-12-27,0.674,0.717,32,16,28,16,4,0,NA,21.142857142857142,NA,11.571428571428571,NA,17.142857142857142,NA,10.142857142857142,NA,4,NA,1.4285714285714284
2023-12-28,0.53,0.503,21,11,17,11,4,0,NA,20.714285714285715,NA,12.142857142857142,NA,16.714285714285715,NA,10.857142857142858,NA,4,NA,1.2857142857142858
2023-12-29,0.743,0.771,28,22,24,19,4,3,NA,21.571428571428573,NA,13.142857142857142,NA,18,NA,11.857142857142858,NA,3.5714285714285716,NA,1.2857142857142858
2023-12-30,0.831,0.851,17,11,11,7,6,4,NA,19.714285714285715,NA,12,NA,16.857142857142858,NA,11,NA,2.857142857142857,NA,1
2023-12-31,0.574,0.538,16,10,14,10,2,0,NA,16.285714285714285,NA,10.428571428571429,NA,13.857142857142858,NA,9.428571428571429,NA,2.4285714285714284,NA,1
2024-01-01,0.806,0.762,18,12,18,12,0,0,NA,14,NA,8.857142857142858,NA,11.571428571428571,NA,7.857142857142857,NA,2.428571428571429,NA,1
2024-01-02,0.915,0.925,6,2,6,2,0,0,NA,11.285714285714285,NA,6,NA,9.428571428571429,NA,5.428571428571429,NA,1.857142857142857,NA,0.5714285714285715
2024-01-03,0.931,0.922,8,5,7,5,1,0,NA,10.571428571428571,NA,5.285714285714286,NA,8.714285714285714,NA,5.142857142857143,NA,1.857142857142857,NA,0.14285714285714288
2024-01-04,0.866,0.845,5,0,1,0,4,0,NA,8.285714285714286,NA,3.8571428571428568,NA,6.7142857142857135,NA,3.714285714285714,NA,1.5714285714285714,NA,0.14285714285714288
2024-01-05,0.706,0.713,9,2,9,2,0,0,NA,5.714285714285714,NA,2.142857142857143,NA,4.142857142857143,NA,2,NA,1.5714285714285714,NA,0.14285714285714288
2024-01-06,0.867,0.85,12,6,6,5,6,1,NA,5.571428571428571,NA,1.8571428571428572,NA,3.857142857142857,NA,1.7142857142857142,NA,1.7142857142857142,NA,0.14285714285714288
2024-01-07,0.964,0.957,0,0,0,0,0,0,NA,4.428571428571429,NA,1.142857142857143,NA,2.8571428571428568,NA,1,NA,1.5714285714285716,NA,0.14285714285714288
2024-01-08,0.878,0.926,0,0,0,0,0,0,NA,3.714285714285714,NA,1.142857142857143,NA,2.7142857142857144,NA,1,NA,1,NA,0.14285714285714288
2024-01-09,0.474,0.548,5,0,4,0,1,0,NA,3.5714285714285716,NA,0.8571428571428572,NA,2.2857142857142856,NA,0.7142857142857142,NA,1.2857142857142858,NA,0.14285714285714288
2024-01-10,0.787,0.896,0,0,0,0,0,0,NA,2.142857142857143,NA,0,NA,1.4285714285714286,NA,0,NA,0.7142857142857142,NA,0
2024-01-11,0.881,0.925,0,0,0,0,0,0,NA,2.2857142857142856,NA,0,NA,1.4285714285714286,NA,0,NA,0.8571428571428571,NA,0
2024-01-12,0.586,0.531,8,0,6,0,2,0,NA,3.142857142857143,NA,0,NA,2,NA,0,NA,1.1428571428571428,NA,0
2024-01-13,0.757,0.678,2,0,0,0,2,0,NA,6.7142857142857135,NA,0.5714285714285715,NA,4.7142857142857135,NA,0.4285714285714286,NA,2,NA,0.14285714285714288
2024-01-14,0.869,0.87,1,0,0,0,1,0,18,9.285714285714286,7,1.5714285714285716,14,6.714285714285714,3,0.8571428571428571,4,2.5714285714285716,4,0.7142857142857142
2024-01-15,0.775,0.761,6,0,4,0,2,0,18,9.285714285714286,7,1.5714285714285714,14,6.714285714285714,3,0.8571428571428571,4,2.5714285714285716,4,0.7142857142857143
2024-01-16,0.669,0.71,30,4,23,3,7,1,18,8.142857142857142,7,1.5714285714285714,14,5.857142857142857,3,0.8571428571428571,4,2.2857142857142856,4,0.7142857142857143
2024-01-17,0.388,0.291,18,7,14,3,4,4,18,9,7,2.7142857142857144,14,7,3,2,4,2,4,0.7142857142857143
2024-01-18,0.947,0.936,0,0,0,0,0,0,18,10.142857142857142,7,3.7142857142857144,14,7.7142857142857135,3,2.4285714285714284,4,2.4285714285714284,4,1.2857142857142858
2024-01-19,0.953,0.957,0,0,0,0,0,0,18,10.571428571428571,7,4.142857142857143,14,8.142857142857142,3,2.5714285714285716,4,2.4285714285714284,4,1.5714285714285714
2024-01-20,0.828,0.883,8,8,8,8,0,0,18,6.571428571428571,7,3.7142857142857144,14,4.857142857142857,3,2.142857142857143,4,1.7142857142857142,4,1.5714285714285714
2024-01-21,0.717,0.719,9,7,5,3,4,4,NA,4,NA,2.7142857142857144,NA,2.857142857142857,NA,1.7142857142857142,NA,1.1428571428571428,NA,1
2024-01-22,0.757,0.763,9,3,7,1,2,2,NA,4,NA,2.7142857142857144,NA,2.8571428571428568,NA,1.7142857142857142,NA,1.1428571428571428,NA,1
2024-01-23,0.838,0.8,2,1,0,0,2,1,NA,4.285714285714286,NA,2.7142857142857144,NA,2.8571428571428568,NA,1.7142857142857142,NA,1.4285714285714286,NA,1
2024-01-24,0.884,0.887,0,0,0,0,0,0,NA,3.2857142857142856,NA,1.5714285714285716,NA,1.857142857142857,NA,0.5714285714285715,NA,1.4285714285714284,NA,1
2024-01-25,0.96,0.967,0,0,0,0,0,0,NA,2.7142857142857144,NA,0.7142857142857142,NA,1.7142857142857142,NA,0.14285714285714288,NA,1,NA,0.5714285714285714
2024-01-26,0.939,0.95,2,0,0,0,2,0,NA,3.4285714285714284,NA,0.8571428571428571,NA,2.4285714285714284,NA,0.28571428571428575,NA,1,NA,0.5714285714285714
2024-01-27,0.91,0.927,1,0,1,0,0,0,18,5.7142857142857135,8,1.857142857142857,18,5,8,1.4285714285714284,0,0.7142857142857143,0,0.42857142857142855
2024-01-28,0.899,0.931,5,1,4,0,1,1,18,10.142857142857142,8,4,18,7.142857142857143,8,2.142857142857143,0,3,0,1.857142857142857
2024-01-29,0.672,0.663,14,4,12,2,2,2,18,13.714285714285714,8,6,18,10.142857142857142,8,3.8571428571428568,0,3.5714285714285716,0,2.142857142857143
2024-01-30,0.407,0.458,18,8,18,8,0,0,18,17.142857142857142,8,7.571428571428571,18,12.142857142857142,8,4.142857142857142,0,5,0,3.4285714285714284
2024-01-31,0.651,0.624,31,15,15,5,16,10,18,17.285714285714285,8,7.714285714285714,18,12,8,4.142857142857143,0,5.285714285714286,0,3.5714285714285716
2024-02-01,0.751,0.756,25,14,21,12,4,2,18,18.857142857142858,8,9,18,13.714285714285714,8,5.571428571428571,0,5.142857142857143,0,3.4285714285714284
2024-02-02,0.68,0.66,26,11,14,2,12,9,18,22.571428571428573,8,9.571428571428571,18,17.714285714285715,8,6.428571428571429,0,4.857142857142857,0,3.1428571428571432
2024-02-03,0.871,0.861,2,1,0,0,2,1,NA,22,NA,9.428571428571429,NA,17.142857142857142,NA,6.285714285714286,NA,4.857142857142857,NA,3.1428571428571432
2024-02-04,0.907,0.92,16,10,16,10,0,0,NA,24.714285714285715,NA,8.142857142857142,NA,18.428571428571427,NA,6,NA,6.2857142857142865,NA,2.1428571428571432
2024-02-05,0.882,0.882,40,8,40,8,0,0,NA,26.714285714285715,NA,6.142857142857143,NA,21,NA,4.285714285714286,NA,5.714285714285714,NA,1.857142857142857
2024-02-06,0.811,0.79,14,7,14,7,0,0,NA,23.571428571428573,NA,4.571428571428571,NA,19.428571428571427,NA,4,NA,4.142857142857143,NA,0.5714285714285715
2024-02-07,0.739,0.694,50,6,24,3,26,3,NA,24.142857142857142,NA,4.428571428571429,NA,19.857142857142858,NA,4,NA,4.285714285714286,NA,0.4285714285714286
2024-02-08,0.844,0.827,39,0,39,0,0,0,NA,22.142857142857142,NA,3,NA,17.857142857142858,NA,2.5714285714285716,NA,4.285714285714286,NA,0.42857142857142855
2024-02-09,0.851,0.837,4,0,3,0,1,0,NA,20.714285714285715,NA,2.8571428571428568,NA,16.428571428571427,NA,2.4285714285714284,NA,4.2857142857142865,NA,0.4285714285714286
2024-02-10,0.933,0.948,6,0,3,0,3,0,NA,19.285714285714285,NA,1.857142857142857,NA,14.428571428571429,NA,1.4285714285714286,NA,4.857142857142857,NA,0.4285714285714286
2024-02-11,0.949,0.983,2,0,2,0,0,0,NA,13.571428571428571,NA,1,NA,11.142857142857142,NA,1,NA,2.4285714285714284,NA,0
2024-02-12,0.913,0.956,30,7,30,7,0,0,NA,11.857142857142858,NA,2.2857142857142856,NA,7.571428571428572,NA,1.857142857142857,NA,4.2857142857142865,NA,0.4285714285714286
2024-02-13,0.96,0.974,4,0,0,0,4,0,NA,14.142857142857142,NA,3.285714285714286,NA,9.571428571428571,NA,2.7142857142857144,NA,4.571428571428571,NA,0.5714285714285715
2024-02-14,0.937,0.981,10,0,1,0,9,0,NA,27.142857142857142,NA,5.571428571428571,NA,18.857142857142858,NA,4.7142857142857135,NA,8.285714285714286,NA,0.8571428571428571
2024-02-15,0.885,0.977,27,9,14,6,13,3,NA,27.857142857142858,NA,5.714285714285714,NA,19.571428571428573,NA,4.857142857142857,NA,8.285714285714286,NA,0.8571428571428571
2024-02-16,0.868,0.964,20,7,17,6,3,1,NA,24.71428571428571,NA,5.142857142857143,NA,16.428571428571427,NA,4.285714285714286,NA,8.285714285714286,NA,0.8571428571428571
2024-02-17,0.782,0.76,97,16,68,14,29,2,NA,26.571428571428573,NA,5.285714285714286,NA,18.142857142857142,NA,4.428571428571429,NA,8.428571428571429,NA,0.8571428571428571
2024-02-18,0.868,0.921,7,1,7,1,0,0,NA,30.71428571428571,NA,5.571428571428571,NA,20.571428571428573,NA,4.428571428571429,NA,10.142857142857142,NA,1.1428571428571428
2024-02-19,0.693,0.65,8,3,8,3,0,0,NA,35.142857142857146,NA,5.428571428571429,NA,24.857142857142858,NA,4.428571428571429,NA,10.285714285714286,NA,1
2024-02-20,0.84,0.812,17,1,12,1,5,0,NA,48.142857142857146,NA,8,NA,28.285714285714285,NA,3.8571428571428568,NA,19.857142857142858,NA,4.142857142857143
2024-02-21,0.888,0.92,39,2,18,0,21,2,NA,44.57142857142857,NA,7.571428571428572,NA,25.571428571428573,NA,3.714285714285714,NA,19,NA,3.857142857142857
2024-02-22,0.793,0.808,58,8,44,6,14,2,NA,78.28571428571429,NA,14.142857142857144,NA,43,NA,6.7142857142857135,NA,35.28571428571429,NA,7.428571428571428
2024-02-23,0.834,0.8,111,25,41,2,70,23,NA,125.71428571428572,NA,27.571428571428573,NA,71.28571428571429,NA,13.142857142857144,NA,54.42857142857142,NA,14.428571428571429
2024-02-24,0.804,0.753,72,13,49,13,23,0,840,243.2857142857143,324,73.71428571428571,478,137.85714285714283,126,31,362,105.42857142857142,198,42.71428571428571
2024-02-25,0.809,0.745,243,47,129,22,114,25,940.5,386.4285714285714,382,136.28571428571428,531,218.7142857142857,162,59.28571428571429,409.5,167.71428571428572,220,77
2024-02-26,0.688,0.688,340,97,206,48,134,49,940.5,505.1428571428572,382,182.71428571428572,531,291,162,80.71428571428571,409.5,214.1428571428571,220,102
2024-02-27,0.355,0.318,840,324,478,126,362,198,940.5,495,382,181.28571428571428,531,289,162,81.42857142857143,409.5,206,220,99.85714285714286
2024-02-28,0.456,0.372,1041,440,584,198,457,242,940.5,502.1428571428572,382,183.8571428571429,531,295,162,82.42857142857143,409.5,207.1428571428571,220,101.42857142857144
2024-02-29,0.548,0.501,889,333,550,156,339,177,940.5,477.42857142857144,382,178.28571428571428,531,285,162,80.14285714285714,409.5,192.42857142857144,220,98.14285714285714
2024-03-01,0.573,0.506,40,15,27,7,13,8,940.5,540.7142857142858,382,208.1428571428571,531,325.42857142857144,162,92.85714285714286,409.5,215.28571428571428,220,115.28571428571428
2024-03-02,0.627,0.61,122,31,91,20,31,11,1041,460.1428571428572,440,170.71428571428572,584,289.2857142857143,198,81.71428571428571,457,170.85714285714283,242,89
2024-03-03,0.707,0.758,70,8,59,6,11,2,NA,341.7142857142857,NA,118.71428571428572,NA,223.71428571428572,NA,59.57142857142857,NA,118,NA,59.142857142857146
2024-03-04,0.599,0.604,783,306,489,137,294,169,NA,292.7142857142857,NA,111.14285714285714,NA,195.71428571428572,NA,59.28571428571429,NA,97,NA,51.857142857142854
2024-03-05,0.719,0.775,276,62,225,48,51,14,503,358.85714285714283,191,136.28571428571428,296,234.1428571428571,94,71.71428571428571,207,124.71428571428572,97,64.57142857142857
2024-03-06,0.826,0.833,212,76,125,43,87,33,648.5,454.8571428571428,223.5,168.42857142857142,396,292,108.5,86.42857142857143,252.5,162.85714285714286,115,82
2024-03-07,0.639,0.683,546,280,354,154,192,126,732.6666666666666,573.5714285714286,238.33333333333337,205.57142857142856,540.3333333333334,402,156,121.42857142857144,192.33333333333337,171.57142857142858,82.33333333333333,84.14285714285714
2024-03-08,0.309,0.337,503,191,296,94,207,97,782.75,595,262.5,209.71428571428572,595.25,440.7142857142857,184.5,140.42857142857142,187.5,154.28571428571428,78,69.28571428571429
2024-03-09,0.24,0.306,794,256,496,123,298,133,782.75,612.8571428571429,262.5,223.42857142857144,595.25,448.2857142857143,184.5,149.14285714285714,187.5,164.57142857142858,78,74.28571428571429
2024-03-10,0.417,0.446,901,268,829,251,72,17,782.75,611.1428571428571,262.5,222.8571428571429,595.25,453.1428571428572,184.5,150.85714285714286,187.5,158,78,72
2024-03-11,0.539,0.404,933,335,760,270,173,65,782.75,534,262.5,183.28571428571428,595.25,403.42857142857144,184.5,129.28571428571428,187.5,130.57142857142858,78,54
2024-03-12,0.845,0.776,401,158,278,109,123,49,876,464.42857142857144,286.3333333333333,156.85714285714286,695,363.42857142857144,214.66666666666663,116.71428571428572,181,101,71.66666666666667,40.142857142857146
2024-03-13,0.953,0.944,200,72,159,55,41,17,917,360.28571428571433,301.5,124.28571428571428,794.5,295.14285714285717,260.5,99.42857142857142,122.5,65.14285714285714,41,24.857142857142858
2024-03-14,0.865,0.924,6,3,6,3,0,0,933,233.2857142857143,335,86.42857142857142,760,178.2857142857143,270,64,173,55,65,22.428571428571427
2024-03-15,0.812,0.933,16,6,16,6,0,0,NA,103.28571428571428,NA,41,NA,71.28571428571429,NA,26.28571428571429,NA,32,NA,14.714285714285714
2024-03-16,0.833,0.887,65,28,18,2,47,26,NA,57.57142857142858,NA,23.142857142857142,NA,33.142857142857146,NA,11.285714285714286,NA,24.42857142857143,NA,11.857142857142858
2024-03-17,0.828,0.841,12,3,11,3,1,0,NA,39.714285714285715,NA,14.142857142857142,NA,13.714285714285714,NA,3.7142857142857144,NA,26,NA,10.428571428571429
2024-03-18,0.822,0.819,23,17,11,6,12,11,NA,47.57142857142857,NA,14.857142857142858,NA,18.285714285714285,NA,3.857142857142857,NA,29.285714285714285,NA,11
2024-03-19,0.852,0.834,81,33,11,4,70,29,NA,62,NA,19.285714285714285,NA,24.714285714285715,NA,5.2857142857142865,NA,37.285714285714285,NA,14
2024-03-20,0.853,0.909,75,9,23,2,52,7,NA,81.85714285714286,NA,20,NA,39.28571428571429,NA,8.285714285714286,NA,42.57142857142857,NA,11.714285714285714
2024-03-21,0.768,0.829,61,8,38,4,23,4,NA,194.85714285714283,NA,76.14285714285715,NA,102.42857142857142,NA,41.57142857142858,NA,92.42857142857142,NA,34.57142857142857
2024-03-22,0.698,0.664,117,37,61,16,56,21,NA,238,NA,93,NA,123.28571428571428,NA,49.42857142857142,NA,114.71428571428572,NA,43.57142857142858
2024-03-23,0.686,0.647,204,33,120,23,84,10,NA,276.85714285714283,NA,110.14285714285715,NA,143,NA,57.142857142857146,NA,133.85714285714286,NA,53
2024-03-24,0.659,0.651,803,396,453,236,350,160,532,342.1428571428571,203,137.85714285714286,253,175.85714285714286,62,65.71428571428571,279,166.28571428571428,141,72.14285714285714
2024-03-25,0.821,0.925,325,135,157,61,168,74,532,510.28571428571433,203,234,253,264.57142857142856,62,113,279,245.71428571428572,141,121
2024-03-26,0.646,0.78,353,153,149,58,204,95,532,590.4285714285714,203,285.57142857142856,253,309.42857142857144,62,137.85714285714286,279,281,141,147.71428571428572
2024-03-27,0.422,0.467,532,203,253,62,279,141,532,617,203,299.42857142857144,253,333.2857142857143,62,146,279,283.7142857142857,141,153.42857142857142
2024-03-28,0.661,0.699,1238,681,659,335,579,346,1007.5,714.1428571428571,507,358.7142857142857,586.5,400,264,178.85714285714286,421,314.14285714285717,243,179.85714285714286
2024-03-29,0.592,0.658,678,398,375,190,303,208,1007.5,906.1428571428572,507,516.8571428571429,586.5,500.2857142857143,264,251.7142857142857,421,405.8571428571428,243,265.14285714285717
2024-03-30,0.574,0.62,390,130,287,80,103,50,1007.5,1027.571428571429,507,596.5714285714286,586.5,575.1428571428571,264,285.85714285714283,421,452.42857142857144,243,310.7142857142857
2024-03-31,0.296,0.249,1483,811,920,466,563,345,1483,1052.7142857142858,811,622.7142857142857,920,620.8571428571429,466,322.14285714285717,563,431.8571428571428,345,300.57142857142856
2024-04-01,0.53,0.537,1669,1242,859,571,810,671,1483,946.7142857142856,811,565,920,572.4285714285714,466,298.85714285714283,563,374.2857142857143,345,266.14285714285717
2024-04-02,0.605,0.595,1203,711,673,297,530,414,1483,932.4285714285714,811,541.4285714285714,920,578.8571428571429,466,291.85714285714283,563,353.57142857142856,345,249.57142857142856
2024-04-03,0.624,0.632,708,386,573,316,135,70,1483,975.2857142857144,811,580.4285714285714,920,583.2857142857143,466,302.57142857142856,563,392,345,277.8571428571429
2024-04-04,0.734,0.731,496,277,320,172,176,105,412,822.2857142857142,221,496.1428571428572,236,485.57142857142856,109,251.57142857142856,176,336.7142857142857,112,244.57142857142856
