date,cloud_cover_in_country,cloud_cover_in_east_of_country,fires_per_day,war_fires_per_day,fires_per_day_in_ukraine_held_area,war_fires_per_day_in_ukraine_held_area,fires_per_day_in_russia_held_area,war_fires_per_day_in_russia_held_area,fires_per_day_non_cloud_days_7dma,fires_per_day_7dma,war_fires_per_day_non_cloud_days_7dma,war_fires_per_day_7dma,fires_per_day_in_ukraine_held_area_non_cloud_days_7dma,fires_per_day_in_ukraine_held_area_7dma,war_fires_per_day_in_ukraine_held_area_non_cloud_days_7dma,war_fires_per_day_in_ukraine_held_area_7dma,fires_per_day_in_russia_held_area_non_cloud_days_7dma,fires_per_day_in_russia_held_area_7dma,war_fires_per_day_in_russia_held_area_non_cloud_days_7dma,war_fires_per_day_in_russia_held_area_7dma
2022-07-11,0.881,0.921,71,35,42,23,29,12,514.3333333333334,321.7142857142857,184.66666666666663,108.42857142857142,254,162.85714285714286,89.33333333333333,49.142857142857146,260.3333333333333,158.85714285714283,95.33333333333331,59.28571428571429
2022-07-12,0.608,0.425,151,47,83,16,68,31,360.3333333333333,255.71428571428572,117.33333333333331,79.57142857142857,170,126.85714285714286,59.666666666666664,36.42857142857143,190.33333333333337,128.85714285714286,57.666666666666664,43.142857142857146
2022-07-13,0.681,0.55,220,55,134,22,86,33,318,237.57142857142856,94.33333333333331,69.71428571428571,148.33333333333334,117.57142857142856,42,28.857142857142858,169.66666666666666,120,52.333333333333336,40.857142857142854
2022-07-14,0.652,0.744,339,89,179,29,160,60,279.5,249.71428571428572,82.25,72.57142857142857,134.75,127.71428571428572,36.75,31.571428571428573,144.75,122,45.5,41
2022-07-15,0.421,0.237,464,135,211,68,253,67,264.8,269,72,72,130.2,137.71428571428572,31.6,29.857142857142858,134.6,131.28571428571428,40.4,42.142857142857146
2022-07-16,0.41,0.33,339,101,151,42,188,59,304.4,297.2857142857143,76,74.85714285714286,148,150.42857142857142,33.4,31.142857142857142,156.4,146.85714285714286,42.6,43.714285714285715
2022-07-17,0.581,0.497,164,46,94,21,70,25,304.4,313,76,75.85714285714286,148,158.28571428571428,33.4,32.42857142857143,156.4,154.71428571428572,42.6,43.42857142857143
2022-07-18,0.484,0.483,206,31,112,11,94,20,303,306.85714285714283,72.5,71,152.5,157.71428571428572,31.333333333333336,31.285714285714285,150.5,149.14285714285714,41.166666666666664,39.714285714285715
2022-07-19,0.525,0.391,349,67,172,25,177,42,270.8,295.14285714285717,60,61.714285714285715,140.8,155.71428571428572,24,25,130,139.42857142857142,36,36.714285714285715
2022-07-20,0.424,0.603,330,62,189,31,141,31,253.75,301.42857142857144,49.75,61.57142857142857,138.25,165.14285714285714,19.5,24.857142857142858,115.5,136.28571428571428,30.25,36.714285714285715
2022-07-21,0.326,0.492,296,55,175,21,121,34,390.75,379.7142857142857,77.75,77.57142857142857,188.25,193.71428571428572,29,30.285714285714285,202.5,186,48.75,47.285714285714285
2022-07-22,0.439,0.625,382,70,197,24,185,46,452.3333333333333,367.57142857142856,93.33333333333331,75.42857142857143,213.66666666666663,189.1428571428571,35,29.857142857142858,238.66666666666663,178.42857142857142,58.333333333333336,45.57142857142857
2022-07-23,0.372,0.568,383,100,217,41,166,59,504,385.7142857142857,106.5,77.14285714285714,234.5,209.57142857142856,40,31.714285714285715,269.5,176.14285714285714,66.5,45.42857142857143
2022-07-24,0.41,0.177,712,158,294,59,418,99,510.6666666666667,413.42857142857144,127.33333333333331,92.42857142857144,263.6666666666667,228.57142857142856,55.666666666666664,39.714285714285715,247,184.8571428571429,71.66666666666667,52.714285714285715
2022-07-25,0.745,0.849,121,16,80,8,41,8,603.3333333333334,453.1428571428572,145.33333333333334,100.14285714285714,272.3333333333333,232.28571428571428,57.666666666666664,40.57142857142857,331,220.8571428571429,87.66666666666667,59.57142857142857
2022-07-26,0.437,0.628,476,79,315,38,161,41,645.5,508.8571428571428,145.75,111.14285714285714,274.75,244.42857142857144,54.25,43.42857142857143,370.75,264.42857142857144,91.5,67.71428571428571
2022-07-27,0.595,0.45,524,169,322,87,202,82,758.2,626.8571428571429,171.2,135.85714285714286,320.8,285.57142857142856,57,47.285714285714285,437.4,341.2857142857143,114.2,88.57142857142857
2022-07-28,0.381,0.326,574,109,201,27,373,82,873,708.8571428571429,205.4,160.28571428571428,372.8,322.7142857142857,62.8,51.42857142857143,500.2,386.1428571428572,142.6,108.85714285714286
2022-07-29,0.288,0.165,772,147,282,44,490,103,873,746,205.4,172.85714285714286,372.8,331.42857142857144,62.8,52.285714285714285,500.2,414.57142857142856,142.6,120.57142857142856
2022-07-30,0.3,0.233,1209,273,505,68,704,205,873,700.5714285714286,205.4,167.14285714285714,372.8,292.2857142857143,62.8,48.42857142857143,500.2,408.2857142857143,142.6,118.71428571428572
2022-07-31,0.329,0.013,1286,329,554,88,732,241,960.25,641.4285714285714,214.5,145.14285714285714,385.5,250.1428571428571,56.75,36.714285714285715,574.75,391.2857142857143,157.75,108.42857142857144
2022-08-01,0.787,0.734,381,104,141,14,240,90,1089,584,249.66666666666663,133.57142857142858,447,229.42857142857144,66.66666666666667,33.57142857142857,642,354.57142857142856,183,100
2022-08-02,0.735,0.681,158,39,41,11,117,28,1247.5,492.71428571428567,301,116.28571428571428,529.5,200.28571428571428,78,28.142857142857142,718,292.42857142857144,223,88.14285714285714
2022-08-03,0.719,0.823,110,15,27,5,83,10,824,371.71428571428567,195.5,86.14285714285714,362,152.42857142857142,51,20.428571428571427,462,219.2857142857143,144.5,65.71428571428571
2022-08-04,0.748,0.736,172,28,56,5,116,23,490,276.2857142857143,94,57.142857142857146,206.5,108,15,10.142857142857142,283.5,168.28571428571428,79,47
2022-08-05,0.69,0.752,133,26,78,6,55,20,640,356.14285714285717,115,64.71428571428571,236.33333333333337,130.14285714285714,19.333333333333332,12.142857142857142,403.6666666666667,226,95.66666666666669,52.57142857142858
2022-08-06,0.232,0.056,362,62,170,14,192,48,688.25,452.57142857142856,133.75,86.28571428571429,245.5,163.28571428571428,29,18.857142857142858,442.75,289.2857142857143,104.75,67.42857142857143
2022-08-07,0.283,0.056,618,126,243,16,375,110,688.25,527.7142857142857,133.75,105.85714285714286,245.5,185.8571428571429,29,23,442.75,341.85714285714283,104.75,82.85714285714286
2022-08-08,0.461,0.331,940,157,296,28,644,129,688.25,547.7142857142857,133.75,110.42857142857144,245.5,205.8571428571429,29,28.285714285714285,442.75,341.85714285714283,104.75,82.14285714285714
2022-08-09,0.459,0.241,833,190,273,58,560,132,688.25,540.1428571428571,133.75,109.57142857142856,245.5,201.1428571428571,29,29.571428571428573,442.75,339,104.75,80
2022-08-10,0.638,0.594,636,152,185,34,451,118,676.25,533.2857142857143,133.25,109.28571428571428,227.75,191,27.75,28.857142857142858,448.5,342.2857142857143,105.5,80.42857142857143
2022-08-11,0.731,0.698,312,60,196,42,116,18,695.6666666666666,506,135.66666666666666,109.71428571428572,222.66666666666663,185.71428571428572,31.666666666666668,36.142857142857146,473,320.2857142857143,104,73.57142857142857
2022-08-12,0.755,0.686,80,20,45,15,35,5,573.5,436.57142857142856,125,102.85714285714286,186,170.14285714285714,33.5,39.714285714285715,387.5,266.42857142857144,91.5,63.142857142857146
2022-08-13,0.658,0.498,314,60,99,9,215,51,314,323.85714285714283,60,75.71428571428571,99,134.14285714285714,9,31.428571428571427,215,189.71428571428572,51,44.285714285714285
2022-08-14,0.591,0.688,427,129,206,67,221,62,282,268.7142857142857,38.5,56.42857142857143,103,123,8.5,27.714285714285715,179,145.71428571428572,30,28.714285714285715
2022-08-15,0.777,0.7,454,109,187,53,267,56,274,261,39,53.57142857142857,108,111.85714285714286,13,24.857142857142858,166,149.14285714285714,26,28.714285714285715
2022-08-16,0.798,0.78,44,0,21,0,23,0,240,269.2857142857143,33.5,53.142857142857146,99.75,116.14285714285714,11.75,23.857142857142858,140.25,153.14285714285714,21.75,29.285714285714285
2022-08-17,0.592,0.437,250,17,107,8,143,9,191.25,241.42857142857144,19.75,45.28571428571429,92.5,112,10.25,23,98.75,129.42857142857142,9.5,22.285714285714285
2022-08-18,0.222,0.192,258,40,118,22,140,18,182.2,201.28571428571428,17.6,28.142857142857142,86.8,91.71428571428572,8.4,13.571428571428571,95.4,109.57142857142856,9.2,14.571428571428571
2022-08-19,0.296,0.451,138,17,75,8,63,9,225.16666666666663,199.28571428571428,19.166666666666668,16.428571428571427,103.33333333333331,91.57142857142856,7.666666666666666,6.571428571428571,121.83333333333334,107.71428571428572,11.5,9.857142857142858
2022-08-20,0.494,0.481,119,5,70,3,49,2,316.28571428571433,316.28571428571433,54.42857142857142,54.42857142857142,131,131,11.428571428571429,11.428571428571429,185.28571428571428,185.28571428571428,43,43
2022-08-21,0.477,0.34,146,9,64,1,82,8,415.8571428571428,415.8571428571428,79.42857142857143,79.42857142857143,164,164,14.428571428571429,14.428571428571429,251.85714285714283,251.85714285714283,65,65
2022-08-22,0.19,0.068,440,27,186,4,254,23,560.2857142857143,560.2857142857143,124.85714285714285,124.85714285714285,226.14285714285717,226.14285714285717,17.714285714285715,17.714285714285715,334.14285714285717,334.14285714285717,107.14285714285715,107.14285714285715
2022-08-23,0.105,0.051,863,266,297,34,566,232,630.6666666666666,586,142.83333333333334,125.57142857142856,251.33333333333331,248.57142857142856,19.333333333333332,17,379.3333333333333,337.42857142857144,123.5,108.57142857142856
2022-08-24,0.064,0.022,947,192,338,29,609,163,733,615.5714285714286,170.4,131.28571428571428,287.6,260.57142857142856,22.6,18.285714285714285,445.4,355,147.8,113
2022-08-25,0.079,0.115,1269,358,553,45,716,313,782.2,650.7142857142857,185.6,142.14285714285714,312,278,29,22.857142857142858,470.2,372.7142857142857,156.6,119.28571428571428
2022-08-26,0.415,0.592,318,22,232,3,86,19,781.6,650.2857142857142,195,148.85714285714286,311.6,277.7142857142857,29.8,23.42857142857143,470,372.57142857142856,165.2,125.42857142857142
2022-08-27,0.386,0.507,326,45,154,12,172,33,709.6,598.8571428571429,155.2,120.42857142857142,307.2,274.57142857142856,25.8,20.571428571428573,402.4,324.2857142857143,129.4,99.85714285714286
2022-08-28,0.191,0.261,392,85,186,33,206,52,584,509.1428571428572,131.8,103.71428571428572,255.8,237.8571428571429,20.2,16.571428571428573,328.2,271.2857142857143,111.6,87.14285714285714
2022-08-29,0.215,0.104,437,74,184,8,253,66,412.75,349.42857142857144,75.25,55,181.5,173.57142857142858,14,10.714285714285714,231.25,175.85714285714286,61.25,44.285714285714285
2022-08-30,0.264,0.115,503,67,275,14,228,53,427.2,373.2857142857143,83,68.14285714285714,183.6,167.85714285714286,12.6,11.285714285714286,243.6,205.42857142857144,70.4,56.857142857142854
2022-08-31,0.496,0.337,319,75,81,1,238,74,427.2,354,83,67.28571428571429,183.6,159.42857142857142,12.6,9.857142857142858,243.6,194.57142857142856,70.4,57.42857142857143
2022-09-01,0.646,0.66,151,17,103,4,48,13,436,310.85714285714283,82.5,56.142857142857146,183,143.85714285714286,7.5,5.142857142857143,253,167,75,51
2022-09-02,0.345,0.119,485,114,192,7,293,107,369.75,273,68.75,48.285714285714285,165,133.57142857142858,5.5,4,204.75,139.42857142857142,63.25,44.285714285714285
2022-09-03,0.714,0.611,191,39,95,2,96,37,325.3333333333333,220.28571428571428,69.33333333333333,42.57142857142857,128.33333333333334,103.14285714285714,2.666666666666667,2.2857142857142856,197,117.14285714285714,66.66666666666667,40.285714285714285
2022-09-04,0.682,0.704,90,7,77,0,13,7,328.5,217.57142857142856,66.5,36.142857142857146,152,116.85714285714286,3.5,2.7142857142857144,176.5,100.71428571428572,63,33.42857142857143
2022-09-05,0.445,0.465,172,19,112,0,60,19,304.3333333333333,232.57142857142856,52.666666666666664,37.285714285714285,163.33333333333334,128.71428571428572,4,2.857142857142857,141,103.85714285714286,48.666666666666664,34.42857142857143
2022-09-06,0.647,0.798,134,27,62,2,72,25,214,187,22,27,149,113.85714285714286,2.5,3.285714285714286,65,73.14285714285714,19.5,23.714285714285715
2022-09-07,0.487,0.612,300,30,177,4,123,26,214,186,22,27.142857142857142,149,105.28571428571428,2.5,3.142857142857143,65,80.71428571428571,19.5,24
2022-09-08,0.33,0.445,256,25,186,5,70,20,214,176.14285714285714,22,26.142857142857142,149,95.85714285714286,2.5,3.142857142857143,65,80.28571428571429,19.5,23
2022-09-09,0.705,0.541,166,42,88,10,78,32,256,152,25,23.428571428571427,186,80,5,3.142857142857143,70,72,20,20.285714285714285
2022-09-10,0.829,0.733,184,40,35,1,149,39,256,134,25,20.142857142857142,186,71.28571428571429,5,2.8571428571428568,70,62.714285714285715,20,17.285714285714285
2022-09-11,0.901,0.963,21,0,11,0,10,0,256,94,25,17,186,46.857142857142854,5,2.2857142857142856,70,47.142857142857146,20,14.714285714285714
2022-09-12,0.897,0.874,3,0,1,0,2,0,NA,60.142857142857146,NA,13.428571428571429,NA,22.428571428571427,NA,1.5714285714285716,NA,37.71428571428571,NA,11.857142857142858
2022-09-13,0.963,0.96,8,4,1,0,7,4,NA,39.71428571428571,NA,7.857142857142857,NA,11.571428571428571,NA,0.14285714285714288,NA,28.142857142857142,NA,7.7142857142857135
2022-09-14,0.825,0.818,20,8,6,0,14,8,NA,18.142857142857142,NA,2.5714285714285716,NA,6.857142857142857,NA,0,NA,11.285714285714286,NA,2.5714285714285716
2022-09-15,0.935,0.907,19,0,15,0,4,0,NA,21.428571428571427,NA,2.5714285714285716,NA,7.571428571428571,NA,0,NA,13.857142857142858,NA,2.5714285714285716
2022-09-16,0.839,0.821,23,3,12,0,11,3,107,36.28571428571429,2,2.857142857142857,25,11,0,0,82,25.285714285714285,2,2.857142857142857
2022-09-17,0.698,0.6,33,3,2,0,31,3,107,38.285714285714285,2,2.5714285714285716,25,11.571428571428571,0,0,82,26.714285714285715,2,2.5714285714285716
2022-09-18,0.805,0.709,44,0,16,0,28,0,107,47.57142857142857,2,1.7142857142857142,25,16,0,0,82,31.571428571428573,2,1.7142857142857142
2022-09-19,0.619,0.464,107,2,25,0,82,2,107,47.142857142857146,2,1.7142857142857142,25,14.714285714285714,0,0,82,32.42857142857143,2,1.7142857142857142
2022-09-20,0.858,0.801,22,2,5,0,17,2,107,45.57142857142857,2,1.2857142857142858,25,13.714285714285714,0,0,82,31.857142857142858,2,1.2857142857142858
2022-09-21,0.731,0.611,85,2,37,0,48,2,107,43.857142857142854,2,1,25,15.142857142857142,0,0,82,28.714285714285715,2,1
2022-09-22,0.861,0.802,16,0,6,0,10,0,66,41.142857142857146,1,1,18.5,14.571428571428571,0,0,47.5,26.571428571428573,1,1
2022-09-23,0.852,0.801,12,0,5,0,7,0,25,28.714285714285715,0,0.7142857142857142,12,12.571428571428571,0,0,13,16.142857142857142,0,0.7142857142857142
2022-09-24,0.838,0.901,21,1,12,0,9,1,25,25.857142857142858,0,0.42857142857142855,12,12.142857142857142,0,0,13,13.714285714285714,0,0.42857142857142855
2022-09-25,0.317,0.218,25,0,12,0,13,0,25,20.285714285714285,0,1,12,10.571428571428571,0,0,13,9.714285714285714,0,1
2022-09-26,0.766,0.758,20,0,11,0,9,0,25,30.571428571428573,0,2.714285714285714,12,19.571428571428573,0,0.4285714285714286,13,11,0,2.285714285714286
2022-09-27,0.975,0.997,2,0,2,0,0,0,25,46.28571428571429,0,3.5714285714285716,12,34.142857142857146,0,0.5714285714285715,13,12.142857142857142,0,3
2022-09-28,0.896,0.914,46,6,26,0,20,6,25,56,0,4.428571428571429,12,42.285714285714285,0,0.7142857142857143,13,13.714285714285715,0,3.7142857142857144
2022-09-29,0.649,0.65,88,12,69,3,19,9,NA,55.285714285714285,NA,5.142857142857142,NA,42.42857142857143,NA,1.4285714285714284,NA,12.857142857142858,NA,3.7142857142857144
2022-09-30,0.72,0.689,122,6,107,1,15,5,NA,58.42857142857143,NA,5.714285714285714,NA,44.57142857142857,NA,1.7142857142857142,NA,13.857142857142858,NA,4
2022-10-01,0.7,0.602,89,7,69,1,20,6,NA,63.42857142857143,NA,6.857142857142857,NA,47,NA,2,NA,16.428571428571427,NA,4.857142857142857
2022-10-02,0.989,0.989,20,5,13,5,7,0,NA,62.42857142857143,NA,7.428571428571429,NA,45.857142857142854,NA,2.7142857142857144,NA,16.571428571428573,NA,4.714285714285714
2022-10-03,0.77,0.694,42,4,26,2,16,2,56,57.857142857142854,7,6.714285714285714,45,42.42857142857143,7,3.2857142857142856,11,15.428571428571429,0,3.4285714285714284
2022-10-04,0.768,0.671,37,8,19,2,18,6,89,57.857142857142854,10,7.714285714285714,68.5,40.285714285714285,4,3.2857142857142856,20.5,17.571428571428573,6,4.428571428571429
2022-10-05,0.555,0.501,39,10,18,5,21,5,100.66666666666669,62.857142857142854,10.333333333333334,8.285714285714286,74.66666666666667,42.857142857142854,4.666666666666667,4,26,20,5.666666666666667,4.285714285714286
2022-10-06,0.133,0.203,56,7,45,7,11,0,85.75,65.85714285714286,8,7.714285714285714,66,46.714285714285715,3.75,3.4285714285714284,19.75,19.142857142857142,4.25,4.285714285714286
2022-10-07,0.077,0.004,122,13,92,1,30,12,85.75,67.42857142857143,8,7.142857142857143,66,50,3.75,3.142857142857143,19.75,17.428571428571427,4.25,4
2022-10-08,0.045,0.06,124,11,87,6,37,5,80.4,70.57142857142857,6.4,6,64,55.285714285714285,3,2.8571428571428568,16.4,15.285714285714286,3.4,3.142857142857143
2022-10-09,0.459,0.293,41,1,40,1,1,0,87.16666666666667,82.28571428571429,6.166666666666667,5.285714285714286,69.33333333333333,66.42857142857143,2.5,2.142857142857143,17.833333333333332,15.857142857142858,3.666666666666667,3.1428571428571432
2022-10-10,0.504,0.727,53,0,49,0,4,0,93.4,86.14285714285714,6,5.142857142857142,74.2,67,1.6,1.142857142857143,19.2,19.142857142857142,4.4,4
2022-10-11,0.486,0.444,59,0,56,0,3,0,86.2,81,4.8,4.285714285714286,69.8,63.857142857142854,1.4,1,16.4,17.142857142857142,3.4,3.2857142857142856
2022-10-12,0.53,0.493,121,5,96,0,25,5,84.6,79.85714285714286,3.8,3.5714285714285716,67.2,62,0.2,0.14285714285714288,17.4,17.857142857142858,3.6,3.4285714285714284
2022-10-13,0.58,0.681,83,6,49,0,34,6,91.8,85,4,3.7142857142857144,69.2,63.42857142857143,0,0,22.6,21.57142857142857,4,3.7142857142857144
2022-10-14,0.295,0.247,86,7,70,0,16,7,96.66666666666669,94.71428571428572,5,5.142857142857143,71.5,68.28571428571429,0.33333333333333337,0.28571428571428575,25.166666666666668,26.428571428571427,4.666666666666667,4.857142857142857
2022-10-15,0.27,0.276,116,6,74,0,42,6,109,105.28571428571428,5,5.142857142857143,77.5,73.42857142857143,0.33333333333333337,0.28571428571428575,31.5,31.857142857142858,4.666666666666667,4.857142857142857
2022-10-16,0.327,0.322,77,2,50,0,27,2,106.6,96.42857142857144,5,4.428571428571429,73.8,63.142857142857146,0.4,0.28571428571428575,32.8,33.285714285714285,4.6,4.142857142857143
2022-10-17,0.294,0.218,121,10,83,2,38,8,106.6,89.57142857142857,5,3.5714285714285716,73.8,61,0.4,0.28571428571428575,32.8,28.571428571428573,4.6,3.2857142857142856
2022-10-18,0.463,0.407,133,0,92,0,41,0,100.6,85.28571428571429,4.2,3,70.8,58.857142857142854,1,0.7142857142857142,29.8,26.428571428571427,3.2,2.2857142857142856
2022-10-19,0.728,0.738,59,0,24,0,35,0,96.75,71,3.75,2.1428571428571432,70,50,1.25,0.7142857142857143,26.75,21,2.5,1.4285714285714284
2022-10-20,0.642,0.83,35,0,34,0,1,0,103.33333333333331,61.71428571428571,4.333333333333333,1.857142857142857,76.66666666666667,44.57142857142857,1.6666666666666667,0.7142857142857143,26.666666666666668,17.142857142857142,2.666666666666667,1.142857142857143
2022-10-21,0.457,0.453,56,3,55,3,1,0,94.5,49,1.5,0.4285714285714286,73.5,36.857142857142854,1.5,0.4285714285714286,21,12.142857142857142,0,0
2022-10-22,0.93,0.91,16,0,12,0,4,0,56,33,3,0.42857142857142855,55,26.714285714285715,3,0.42857142857142855,1,6.2857142857142865,0,0
2022-10-23,0.897,0.938,12,0,12,0,0,0,56,27.428571428571427,3,0.4285714285714286,55,26.142857142857142,3,0.4285714285714286,1,1.2857142857142858,0,0
2022-10-24,0.815,0.792,32,0,29,0,3,0,56,24.571428571428573,3,0.4285714285714286,55,23.428571428571427,3,0.4285714285714286,1,1.1428571428571428,0,0
2022-10-25,0.91,0.913,21,0,21,0,0,0,NA,18,NA,0,NA,16.857142857142858,NA,0,NA,1.1428571428571428,NA,0
2022-10-26,0.731,0.86,20,0,20,0,0,0,NA,19.285714285714285,NA,0,NA,18.571428571428573,NA,0,NA,0.7142857142857143,NA,0
